year,mediation ID,lateral,negotiation ID,conflict locale,conflict sub-locale,locale Gleditsch ID,third_party_type,third_party_locale,third_party,third_party Gleditsch ID,location of neogitations,negotiation location Gleditsch ID,negotiation type,leading actor,leading actor 2,leading actor 3,good offices,mediation,hosting talks,negotiating and drafting,manipulating,humanitarian,witness/party to agreement,other,agreement,peace agreement,ceasfire agreement,agreement name,notes_1,source_1,note_2,source_2,note_3,source_3,note_4,source_4,note_5,source_5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
2020,233,multilateral,,Sudan,,SUD,global,western,EU,,,,G,EU,,,0,0,0,0,0,1,0,0,0,0,0,,"On 1 March 2020, ""the European Union has announced €100 million to support the civilian-led authorities in Sudan to meet the most pressing needs of the democratic transition.

*“The European Union is fully committed to accompanying the ongoing political transition in Sudan through all the means at its disposal. Besides political support, financial assistance to Sudan remains crucial, given the severity of the economic crisis in the country. We hope that these additional €100 million will boost the efforts of the transitional Government to implement reforms”, *said High Representative/Vice-President Josep Borrell, who is currently on his first official visit to Sudan.""",https://reliefweb.int/report/sudan/european-union-announces-100-million-support-democratic-transition-process-sudan,"""The European Union provides €30 million in humanitarian funding for vulnerable people in Sudan to help address needs in the country.""",https://reliefweb.int/report/sudan/european-union-provides-30-million-humanitarian-assistance-sudan,,,,,,,,,,,,,,,
2020,234,multilateral,,Sudan,,SUD,regional,african,AU,,Sudan,SUD,R,AU,,,0,0,0,0,0,0,0,1,0,0,0,,"""Addis Ababa, 06 March 2020: The Chairperson of the Commission, Moussa Faki Mahamat, concluded a two-day working visit to Khartoum today.

During his visit, the Chairperson held extensive consultations with Prime Minister Abdalla Hamdock of the Transitional Government, the Chairman and Vice Chairman of the Sovereignty Council, the Forces for Freedom and Change alliance, civil society organizations and personalities from the Opposition, as well with members of the international community in Khartoum, including the African diplomatic corps, the United Nations, the European Union and bilateral partners.""",https://reliefweb.int/report/sudan/communiqu-following-chairperson-s-visit-sudan,The term 'other' refers to the AU Chairperson's holding of consultative meetings with Sudanese parties.,,,,,,,,,,,,,,,,
2020,235,multilateral,,Sudan,,SUD,global,international,UN,,,,G,UN,,,0,0,0,1,0,1,1,0,1,0,0,Framework of Cooperation to prevent and respond to conflict-related Sexual Violence,"""The Special Representative of the Secretary-General on Sexual Violence in Conflict, Ms. Pramila Patten, has signed a Framework of Cooperation with the Government of Sudan to address sexual violence which has long been a feature of the conflict in the Darfur region. The landmark agreement follows a visit of the Special Representative to Sudan in 2018 where she witnessed first-hand the acute vulnerability of women and girls to sexual violence, particularly when they move outside the camps for the internally displaced while pursuing livelihood activities such as farming or collecting water and firewood.""",https://reliefweb.int/report/sudan/government-sudan-and-united-nations-sign-framework-cooperation-prevent-and-respond,,,,,,,,,,,,,,,,,
2020,236,multilateral,,Sudan,,SUD,global,international,UN,,,,G,UN,,,0,0,0,0,0,0,0,1,0,0,0,,"""Khartoum, 29 March 2020. The Humanitarian Coordinator in Sudan, Gwi-Yeop Son, calls for a ceasefire across Sudan as part of a global fight against coronavirus pandemic. “It is time to put armed conflict on lockdown, pull back from hostilities and focus together on saving lives,” Ms. Son said.

“Let’s not forget that in conflict-affected areas health services have been affected the worst. Therefore, it is crucial to create corridors for life-saving aid and open precious windows for diplomacy and ultimate peace,” Ms. Son added.

Last week, the UN Secretary-General António Guterres appealed for global ceasefire while the world faces a common enemy: COVID-19. “I am calling for an immediate global ceasefire in all corners of the world. It is time to put armed conflict on lockdown and focus together on the true fight of our lives,” the UN Secretary-General said.""",https://reliefweb.int/report/sudan/statement-ms-gwi-yeop-son-humanitarian-coordinator-sudan-calling-ceasefire-across-sudan,The term 'other' refers to the UN's calls for a ceasefire across Sudan in order to focus on tackling the health crisis caused by COVID-19.,,,,,,,,,,,,,,,,
2020,237,unilateral,,Sudan,,SUD,state,african,South Sudan,SSD,South Sudan,SSD,S,South Sudan,,,1,0,1,0,0,0,0,1,0,0,0,,"""April 12, 2020 (KHARTOUM) - The Sudan Liberation Movement led by Minni Minnawi (SLM-MM) Sunday said they will discuss with the mediation the issues of concern that led them to suspend their participation in the Juba process for peace.

The SLM-MM, on Friday, suspended its participation in the peace talks and expressed several concerns about the methodology of the negotiations, especially the lack of consultations.

In a statement extended to Sudan Tribune on Sunday, SLM-MM Media Official and rapporteur of its peace negotiating team Noreldaem Taha said the Movement’s Leadership Council held a meeting chaired by Minnawi to discuss the recent developments that led to the suspension.

""After extensive discussions, the Council took a number of decisions regarding the peace process and political alliances (...)"".

Also, the meeting directed ""its negotiating delegation in Juba to meet the mediation to address the issues of concerns"" and renewed its commitment to reach a lasting comprehensive peace in Sudan.

On Saturday the Chief Mediator Tut Gatluak responded to the SLM-MM letter about the methodology of the peace negotiations.""",https://reliefweb.int/report/sudan/slm-minnawi-mediation-discuss-concerns-over-sudan-peace-process,"""April 21, 2020 (JUBA) - The peace agreement to be signed between the Sudanese government and SPLM-N led by Malik Agar will include West Kordofan state, revealed Yasir Arman, the Movement’s chief negotiator.

On Tuesday, the two parties held their second teleconference meeting to discuss issues of peace in the Two Areas particularly the wealth-sharing, security arrangements and the situation of the West Kordofan in this agreement.""",https://reliefweb.int/report/sudan/sudan-splm-n-agar-agree-include-west-kordofan-future-peace-deal,The term 'other' refers to South Sudan's consulation of the warring parties and reception of recommendations from them for peace negotiations going forward.,,,,,,,,,,,,,,
2020,238,multilateral,,Sudan,Abyei,SUD,global,international,UN,,Sudan,SUD,G,UN,,,1,0,0,0,0,0,0,0,0,0,0,,"""The United Nations’ Interim Security Force for Abyei (UNISFA) facilitated two meetings between the Ngok Dinka and Misseriya traditional leaders at Diffra on 16 March and 9 April.

The significance of the two meetings was the attendance of both the Ngok Dinka and Misseriya paramount chiefs. The previous meetings attended by the two paramount chiefs were in 2013 and 2017. The latter meeting was held under the aegis of the African Union Commission in Addis Ababa.

While ground-breaking, the meetings of 16 March and 9 April took place at a time of heightened inter-community tensions in Abyei Area. The Nai Nai-Kolom attacks of 19 and 22 January had resulted in a stalling of the southward transhumance of the Misseriya cattle, pending an agreement by leaders of both communities on the way forward.""",https://reliefweb.int/report/sudan/inter-community-meetings-between-ngok-dinka-and-misseriya,"""Despite improving relations between Sudan and South Sudan, progress is unlikely in determining the final status of the Abyei Area in the short to medium term, especially considering the COVID-19 pandemic, the Under-Secretary-General for Peacekeeping Operations told the Security Council during a 28 April videoconference meeting[*].""",https://reliefweb.int/report/sudan/citing-escalating-violence-challenging-landscape-abyei-area-peacekeeping-chief,,,,,,,,,,,,,,,
2020,239,multilateral,,Sudan,,SUD,state,western,United Kingdom,UKG,Sudan,SUD,G,,,,0,0,0,1,0,0,0,0,0,0,0,,"""An international delegation has proposed the formation of a transitional legislative council in cooperation with the armed movements to iron-out outstanding issues regarding the peace agreement.

At a meeting at the Presidential Palace in Khartoum on Monday, representatives of the Troika (the UK, Norway, and the USA), European Union, and Germany, were received by Mohamed El Taayshi, member of the Sovereign Council and spokesman for the negotiating delegation, and Member of the Sovereign Council Lt Gen Shamseldin Kabashi to discussed the development of the ongoing peace talks in Juba, capital of South Sudan.

The international delegation’s proposition suggests that the government should form the cooperative legislative council should both parties sign a peace agreement on May 9.""",https://reliefweb.int/report/sudan/sudan-peace-deal-international-community-recommends-transitional-legislative-council,,,,,,,,,,,,,,,,,
2020,239,multilateral,,Sudan,,SUD,state,western,Norway,NOR,Sudan,SUD,G,,,,0,0,0,1,0,0,0,0,0,0,0,,"""An international delegation has proposed the formation of a transitional legislative council in cooperation with the armed movements to iron-out outstanding issues regarding the peace agreement.

At a meeting at the Presidential Palace in Khartoum on Monday, representatives of the Troika (the UK, Norway, and the USA), European Union, and Germany, were received by Mohamed El Taayshi, member of the Sovereign Council and spokesman for the negotiating delegation, and Member of the Sovereign Council Lt Gen Shamseldin Kabashi to discussed the development of the ongoing peace talks in Juba, capital of South Sudan.

The international delegation’s proposition suggests that the government should form the cooperative legislative council should both parties sign a peace agreement on May 9.""",https://reliefweb.int/report/sudan/sudan-peace-deal-international-community-recommends-transitional-legislative-council,,,,,,,,,,,,,,,,,
2020,239,multilateral,,Sudan,,SUD,state,western,United States of America,USA,Sudan,SUD,G,,,,0,0,0,1,0,0,0,0,0,0,0,,"""An international delegation has proposed the formation of a transitional legislative council in cooperation with the armed movements to iron-out outstanding issues regarding the peace agreement.

At a meeting at the Presidential Palace in Khartoum on Monday, representatives of the Troika (the UK, Norway, and the USA), European Union, and Germany, were received by Mohamed El Taayshi, member of the Sovereign Council and spokesman for the negotiating delegation, and Member of the Sovereign Council Lt Gen Shamseldin Kabashi to discussed the development of the ongoing peace talks in Juba, capital of South Sudan.

The international delegation’s proposition suggests that the government should form the cooperative legislative council should both parties sign a peace agreement on May 9.""",https://reliefweb.int/report/sudan/sudan-peace-deal-international-community-recommends-transitional-legislative-council,,,,,,,,,,,,,,,,,
2020,239,multilateral,,Sudan,,SUD,global,western,EU,,Sudan,SUD,G,,,,0,0,0,1,0,0,0,0,0,0,0,,"""An international delegation has proposed the formation of a transitional legislative council in cooperation with the armed movements to iron-out outstanding issues regarding the peace agreement.

At a meeting at the Presidential Palace in Khartoum on Monday, representatives of the Troika (the UK, Norway, and the USA), European Union, and Germany, were received by Mohamed El Taayshi, member of the Sovereign Council and spokesman for the negotiating delegation, and Member of the Sovereign Council Lt Gen Shamseldin Kabashi to discussed the development of the ongoing peace talks in Juba, capital of South Sudan.

The international delegation’s proposition suggests that the government should form the cooperative legislative council should both parties sign a peace agreement on May 9.""",https://reliefweb.int/report/sudan/sudan-peace-deal-international-community-recommends-transitional-legislative-council,,,,,,,,,,,,,,,,,
2020,239,multilateral,,Sudan,,SUD,state,western,Germany,GMY,Sudan,SUD,G,,,,0,0,0,1,0,0,0,0,0,0,0,,"""An international delegation has proposed the formation of a transitional legislative council in cooperation with the armed movements to iron-out outstanding issues regarding the peace agreement.

At a meeting at the Presidential Palace in Khartoum on Monday, representatives of the Troika (the UK, Norway, and the USA), European Union, and Germany, were received by Mohamed El Taayshi, member of the Sovereign Council and spokesman for the negotiating delegation, and Member of the Sovereign Council Lt Gen Shamseldin Kabashi to discussed the development of the ongoing peace talks in Juba, capital of South Sudan.

The international delegation’s proposition suggests that the government should form the cooperative legislative council should both parties sign a peace agreement on May 9.""",https://reliefweb.int/report/sudan/sudan-peace-deal-international-community-recommends-transitional-legislative-council,,,,,,,,,,,,,,,,,
2020,240,unilateral,,Sudan,Darfur,SUD,state,african,South Sudan,SSD,South Sudan,SSD,S,South Sudan,,,1,1,1,0,0,0,0,0,0,0,0,,"""May 6, 2020 (JUBA) - Darfur armed groups participating in the Juba peace process Wednesday said the Sudanese government backtracked on an agreement to allocate 30% of power to the Darfur region.

The Darfur groups were reacting to press statements on Monday by the Sudanese government negotiator Mohamed Hassan Eltaishi saying that the parties agreed to allocate 30% of the positions in the Sovereign Council, government and transitional parliament to the Peace Bloc which includes all the movements involved in the Juba negotiations. ...The government’s pullback led to engage in strenuous negotiations without reaching an agreement. After what it was agreed to discuss the matter with the other outstanding issues.

The parties had to meet on Wednesday, but a technical issue forced the European Union office in Juba to request the parties to postpone the meeting until Thursday.""",https://reliefweb.int/report/sudan/sudan-backtracks-deal-allocating-30-power-sharing-darfur-statement,"""May 9, 2020 (JUBA) - Peace talks between Sudan’s government and the Sudanese Revolutionary Front (SRF) have been extended with no time limit said South Sudanese Chief Mediator in a statement released on Saturday.

Tut Gatluak said the government and the SRF, during the previous rounds, have demonstrated their seriousness to achieving true peace in Sudan. ...Since last December, the government and the SRF groups extended the talks four times without reaching a final peace deal as discussions continue on security arrangements, power-sharing and wealth distribution.

For the talks with the SPLM-N Agar, the parties have to agree on the share of Two-Regions in the local resources and the final form of the regional authority.

For the armed groups in Darfur, the parties reached an agreement on the region’s ratio of the resources but still have to agree on the power-sharing as the armed movement claim the third of positions in the federal institutions.

Also, it should be noted that the talks between the government and the SPLM-N al-Hilu are deadlocked and there are no meetings.""",https://reliefweb.int/report/sudan/sudan-peace-talks-extended-sine-die,,,,,,,,,,,,,,,
2020,241,multilateral,,Sudan,,SUD,state,western,Sweden,SWD,Germany,GMY,G,EU,UN,Germany,0,0,0,1,0,1,1,0,1,0,0,Final Communiqué of the Sudan Partnership Conference 2020,"""Today, Sudan, the European Union, Germany, and the United Nations co-hosted a virtual High-Level Sudan Partnership Conference.

The Joint Communiqué adopted by the participants, confirmed the support of the international community to the democratic and economic transition in Sudan headed by the civilian-led transitional Government.

In addition to displaying strong political support to the ongoing transition, partners pledged a total of $1.8 billion (€1.6 billion), with Team Europe – which includes the EU institutions and the EU Member States – providing $867 million (€770 million) in development andhumanitarian funding. Of this amount, the European Commission is contributing €312.25 million for medium and longer-term development assistance, immediate humanitarian aid, and support to stability and peace. This contribution comes at a critical moment, as the coronavirus pandemic further exacerbates the difficult socio-economic situation in the country.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-eu-mobilises-more-support-sudans-transition,"""Sudan is at a historic turning point: On its way to peace and democracy, many challenges lie ahead. To sustain the momentum and make the political and economic transition a success, the High-Level Sudan Partnership Conference, today gathered around 50 countries and international organisations.

During the conference, the participants took stock of the achievements of the Sudanese transition so far, and discussed the challenges ahead. Building on the progress made by the Transitional Government in putting in place political and economic reforms, a strong political consensus emerged to support Sudan and its transition in building peace, democratic governance and inclusive economic recovery as well as in progressing towards debt relief.

Participating delegations agreed on a Joint Communiqué, which underlines the necessity of this political partnership and economic support as well as outlines the way forward to support Sudan in its transition.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-joint-press-release-co-hosts-federal-republic-germany,,,,,https://www.eeas.europa.eu/sites/default/files/20200625_joint_communique_-_sudan_partnership_conference_0.pdf,,,,,,,,,,
2020,241,multilateral,,Sudan,,SUD,regional,african,African Development Bank,,Germany,GMY,G,EU,UN,Germany,0,0,0,1,0,1,1,0,1,0,0,Final Communiqué of the Sudan Partnership Conference 2020,"""Today, Sudan, the European Union, Germany, and the United Nations co-hosted a virtual High-Level Sudan Partnership Conference.

The Joint Communiqué adopted by the participants, confirmed the support of the international community to the democratic and economic transition in Sudan headed by the civilian-led transitional Government.

In addition to displaying strong political support to the ongoing transition, partners pledged a total of $1.8 billion (€1.6 billion), with Team Europe – which includes the EU institutions and the EU Member States – providing $867 million (€770 million) in development andhumanitarian funding. Of this amount, the European Commission is contributing €312.25 million for medium and longer-term development assistance, immediate humanitarian aid, and support to stability and peace. This contribution comes at a critical moment, as the coronavirus pandemic further exacerbates the difficult socio-economic situation in the country.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-eu-mobilises-more-support-sudans-transition,"""Sudan is at a historic turning point: On its way to peace and democracy, many challenges lie ahead. To sustain the momentum and make the political and economic transition a success, the High-Level Sudan Partnership Conference, today gathered around 50 countries and international organisations.

During the conference, the participants took stock of the achievements of the Sudanese transition so far, and discussed the challenges ahead. Building on the progress made by the Transitional Government in putting in place political and economic reforms, a strong political consensus emerged to support Sudan and its transition in building peace, democratic governance and inclusive economic recovery as well as in progressing towards debt relief.

Participating delegations agreed on a Joint Communiqué, which underlines the necessity of this political partnership and economic support as well as outlines the way forward to support Sudan in its transition.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-joint-press-release-co-hosts-federal-republic-germany,,,,,,,,,,,,,,,
2020,241,multilateral,,Sudan,,SUD,state,western,Canada,CAN,Germany,GMY,G,EU,UN,Germany,0,0,0,1,0,1,1,0,1,0,0,Final Communiqué of the Sudan Partnership Conference 2020,"""Today, Sudan, the European Union, Germany, and the United Nations co-hosted a virtual High-Level Sudan Partnership Conference.

The Joint Communiqué adopted by the participants, confirmed the support of the international community to the democratic and economic transition in Sudan headed by the civilian-led transitional Government.

In addition to displaying strong political support to the ongoing transition, partners pledged a total of $1.8 billion (€1.6 billion), with Team Europe – which includes the EU institutions and the EU Member States – providing $867 million (€770 million) in development andhumanitarian funding. Of this amount, the European Commission is contributing €312.25 million for medium and longer-term development assistance, immediate humanitarian aid, and support to stability and peace. This contribution comes at a critical moment, as the coronavirus pandemic further exacerbates the difficult socio-economic situation in the country.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-eu-mobilises-more-support-sudans-transition,"""Sudan is at a historic turning point: On its way to peace and democracy, many challenges lie ahead. To sustain the momentum and make the political and economic transition a success, the High-Level Sudan Partnership Conference, today gathered around 50 countries and international organisations.

During the conference, the participants took stock of the achievements of the Sudanese transition so far, and discussed the challenges ahead. Building on the progress made by the Transitional Government in putting in place political and economic reforms, a strong political consensus emerged to support Sudan and its transition in building peace, democratic governance and inclusive economic recovery as well as in progressing towards debt relief.

Participating delegations agreed on a Joint Communiqué, which underlines the necessity of this political partnership and economic support as well as outlines the way forward to support Sudan in its transition.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-joint-press-release-co-hosts-federal-republic-germany,,,,,,,,,,,,,,,
2020,241,multilateral,,Sudan,,SUD,state,african,Egypt,EGY,Germany,GMY,G,EU,UN,Germany,0,0,0,1,0,1,1,0,1,0,0,Final Communiqué of the Sudan Partnership Conference 2020,"""Today, Sudan, the European Union, Germany, and the United Nations co-hosted a virtual High-Level Sudan Partnership Conference.

The Joint Communiqué adopted by the participants, confirmed the support of the international community to the democratic and economic transition in Sudan headed by the civilian-led transitional Government.

In addition to displaying strong political support to the ongoing transition, partners pledged a total of $1.8 billion (€1.6 billion), with Team Europe – which includes the EU institutions and the EU Member States – providing $867 million (€770 million) in development andhumanitarian funding. Of this amount, the European Commission is contributing €312.25 million for medium and longer-term development assistance, immediate humanitarian aid, and support to stability and peace. This contribution comes at a critical moment, as the coronavirus pandemic further exacerbates the difficult socio-economic situation in the country.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-eu-mobilises-more-support-sudans-transition,"""Sudan is at a historic turning point: On its way to peace and democracy, many challenges lie ahead. To sustain the momentum and make the political and economic transition a success, the High-Level Sudan Partnership Conference, today gathered around 50 countries and international organisations.

During the conference, the participants took stock of the achievements of the Sudanese transition so far, and discussed the challenges ahead. Building on the progress made by the Transitional Government in putting in place political and economic reforms, a strong political consensus emerged to support Sudan and its transition in building peace, democratic governance and inclusive economic recovery as well as in progressing towards debt relief.

Participating delegations agreed on a Joint Communiqué, which underlines the necessity of this political partnership and economic support as well as outlines the way forward to support Sudan in its transition.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-joint-press-release-co-hosts-federal-republic-germany,,,,,,,,,,,,,,,
2020,241,multilateral,,Sudan,,SUD,global,western,EU,,Germany,GMY,G,EU,UN,Germany,0,0,0,1,0,1,1,0,1,0,0,Final Communiqué of the Sudan Partnership Conference 2020,"""Today, Sudan, the European Union, Germany, and the United Nations co-hosted a virtual High-Level Sudan Partnership Conference.

The Joint Communiqué adopted by the participants, confirmed the support of the international community to the democratic and economic transition in Sudan headed by the civilian-led transitional Government.

In addition to displaying strong political support to the ongoing transition, partners pledged a total of $1.8 billion (€1.6 billion), with Team Europe – which includes the EU institutions and the EU Member States – providing $867 million (€770 million) in development andhumanitarian funding. Of this amount, the European Commission is contributing €312.25 million for medium and longer-term development assistance, immediate humanitarian aid, and support to stability and peace. This contribution comes at a critical moment, as the coronavirus pandemic further exacerbates the difficult socio-economic situation in the country.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-eu-mobilises-more-support-sudans-transition,"""Sudan is at a historic turning point: On its way to peace and democracy, many challenges lie ahead. To sustain the momentum and make the political and economic transition a success, the High-Level Sudan Partnership Conference, today gathered around 50 countries and international organisations.

During the conference, the participants took stock of the achievements of the Sudanese transition so far, and discussed the challenges ahead. Building on the progress made by the Transitional Government in putting in place political and economic reforms, a strong political consensus emerged to support Sudan and its transition in building peace, democratic governance and inclusive economic recovery as well as in progressing towards debt relief.

Participating delegations agreed on a Joint Communiqué, which underlines the necessity of this political partnership and economic support as well as outlines the way forward to support Sudan in its transition.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-joint-press-release-co-hosts-federal-republic-germany,,,,,,,,,,,,,,,
2020,241,multilateral,,Sudan,,SUD,state,african,Ethiopia,ETH,Germany,GMY,G,EU,UN,Germany,0,0,0,1,0,1,1,0,1,0,0,Final Communiqué of the Sudan Partnership Conference 2020,"""Today, Sudan, the European Union, Germany, and the United Nations co-hosted a virtual High-Level Sudan Partnership Conference.

The Joint Communiqué adopted by the participants, confirmed the support of the international community to the democratic and economic transition in Sudan headed by the civilian-led transitional Government.

In addition to displaying strong political support to the ongoing transition, partners pledged a total of $1.8 billion (€1.6 billion), with Team Europe – which includes the EU institutions and the EU Member States – providing $867 million (€770 million) in development andhumanitarian funding. Of this amount, the European Commission is contributing €312.25 million for medium and longer-term development assistance, immediate humanitarian aid, and support to stability and peace. This contribution comes at a critical moment, as the coronavirus pandemic further exacerbates the difficult socio-economic situation in the country.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-eu-mobilises-more-support-sudans-transition,"""Sudan is at a historic turning point: On its way to peace and democracy, many challenges lie ahead. To sustain the momentum and make the political and economic transition a success, the High-Level Sudan Partnership Conference, today gathered around 50 countries and international organisations.

During the conference, the participants took stock of the achievements of the Sudanese transition so far, and discussed the challenges ahead. Building on the progress made by the Transitional Government in putting in place political and economic reforms, a strong political consensus emerged to support Sudan and its transition in building peace, democratic governance and inclusive economic recovery as well as in progressing towards debt relief.

Participating delegations agreed on a Joint Communiqué, which underlines the necessity of this political partnership and economic support as well as outlines the way forward to support Sudan in its transition.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-joint-press-release-co-hosts-federal-republic-germany,,,,,,,,,,,,,,,
2020,241,multilateral,,Sudan,,SUD,state,western,France,FRN,Germany,GMY,G,EU,UN,Germany,0,0,0,1,0,1,1,0,1,0,0,Final Communiqué of the Sudan Partnership Conference 2020,"""Today, Sudan, the European Union, Germany, and the United Nations co-hosted a virtual High-Level Sudan Partnership Conference.

The Joint Communiqué adopted by the participants, confirmed the support of the international community to the democratic and economic transition in Sudan headed by the civilian-led transitional Government.

In addition to displaying strong political support to the ongoing transition, partners pledged a total of $1.8 billion (€1.6 billion), with Team Europe – which includes the EU institutions and the EU Member States – providing $867 million (€770 million) in development andhumanitarian funding. Of this amount, the European Commission is contributing €312.25 million for medium and longer-term development assistance, immediate humanitarian aid, and support to stability and peace. This contribution comes at a critical moment, as the coronavirus pandemic further exacerbates the difficult socio-economic situation in the country.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-eu-mobilises-more-support-sudans-transition,"""Sudan is at a historic turning point: On its way to peace and democracy, many challenges lie ahead. To sustain the momentum and make the political and economic transition a success, the High-Level Sudan Partnership Conference, today gathered around 50 countries and international organisations.

During the conference, the participants took stock of the achievements of the Sudanese transition so far, and discussed the challenges ahead. Building on the progress made by the Transitional Government in putting in place political and economic reforms, a strong political consensus emerged to support Sudan and its transition in building peace, democratic governance and inclusive economic recovery as well as in progressing towards debt relief.

Participating delegations agreed on a Joint Communiqué, which underlines the necessity of this political partnership and economic support as well as outlines the way forward to support Sudan in its transition.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-joint-press-release-co-hosts-federal-republic-germany,,,,,,,,,,,,,,,
2020,241,multilateral,,Sudan,,SUD,state,western,Germany,GMY,Germany,GMY,G,EU,UN,Germany,0,0,1,1,0,1,1,0,1,0,0,Final Communiqué of the Sudan Partnership Conference 2020,"""Today, Sudan, the European Union, Germany, and the United Nations co-hosted a virtual High-Level Sudan Partnership Conference.

The Joint Communiqué adopted by the participants, confirmed the support of the international community to the democratic and economic transition in Sudan headed by the civilian-led transitional Government.

In addition to displaying strong political support to the ongoing transition, partners pledged a total of $1.8 billion (€1.6 billion), with Team Europe – which includes the EU institutions and the EU Member States – providing $867 million (€770 million) in development andhumanitarian funding. Of this amount, the European Commission is contributing €312.25 million for medium and longer-term development assistance, immediate humanitarian aid, and support to stability and peace. This contribution comes at a critical moment, as the coronavirus pandemic further exacerbates the difficult socio-economic situation in the country.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-eu-mobilises-more-support-sudans-transition,"""Sudan is at a historic turning point: On its way to peace and democracy, many challenges lie ahead. To sustain the momentum and make the political and economic transition a success, the High-Level Sudan Partnership Conference, today gathered around 50 countries and international organisations.

During the conference, the participants took stock of the achievements of the Sudanese transition so far, and discussed the challenges ahead. Building on the progress made by the Transitional Government in putting in place political and economic reforms, a strong political consensus emerged to support Sudan and its transition in building peace, democratic governance and inclusive economic recovery as well as in progressing towards debt relief.

Participating delegations agreed on a Joint Communiqué, which underlines the necessity of this political partnership and economic support as well as outlines the way forward to support Sudan in its transition.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-joint-press-release-co-hosts-federal-republic-germany,,,,,,,,,,,,,,,
2020,241,multilateral,,Sudan,,SUD,state,western,Italy,ITA,Germany,GMY,G,EU,UN,Germany,0,0,0,1,0,1,1,0,1,0,0,Final Communiqué of the Sudan Partnership Conference 2020,"""Today, Sudan, the European Union, Germany, and the United Nations co-hosted a virtual High-Level Sudan Partnership Conference.

The Joint Communiqué adopted by the participants, confirmed the support of the international community to the democratic and economic transition in Sudan headed by the civilian-led transitional Government.

In addition to displaying strong political support to the ongoing transition, partners pledged a total of $1.8 billion (€1.6 billion), with Team Europe – which includes the EU institutions and the EU Member States – providing $867 million (€770 million) in development andhumanitarian funding. Of this amount, the European Commission is contributing €312.25 million for medium and longer-term development assistance, immediate humanitarian aid, and support to stability and peace. This contribution comes at a critical moment, as the coronavirus pandemic further exacerbates the difficult socio-economic situation in the country.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-eu-mobilises-more-support-sudans-transition,"""Sudan is at a historic turning point: On its way to peace and democracy, many challenges lie ahead. To sustain the momentum and make the political and economic transition a success, the High-Level Sudan Partnership Conference, today gathered around 50 countries and international organisations.

During the conference, the participants took stock of the achievements of the Sudanese transition so far, and discussed the challenges ahead. Building on the progress made by the Transitional Government in putting in place political and economic reforms, a strong political consensus emerged to support Sudan and its transition in building peace, democratic governance and inclusive economic recovery as well as in progressing towards debt relief.

Participating delegations agreed on a Joint Communiqué, which underlines the necessity of this political partnership and economic support as well as outlines the way forward to support Sudan in its transition.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-joint-press-release-co-hosts-federal-republic-germany,,,,,,,,,,,,,,,
2020,241,multilateral,,Sudan,,SUD,state,nonwestern,Japan,JPN,Germany,GMY,G,EU,UN,Germany,0,0,0,1,0,1,1,0,1,0,0,Final Communiqué of the Sudan Partnership Conference 2020,"""Today, Sudan, the European Union, Germany, and the United Nations co-hosted a virtual High-Level Sudan Partnership Conference.

The Joint Communiqué adopted by the participants, confirmed the support of the international community to the democratic and economic transition in Sudan headed by the civilian-led transitional Government.

In addition to displaying strong political support to the ongoing transition, partners pledged a total of $1.8 billion (€1.6 billion), with Team Europe – which includes the EU institutions and the EU Member States – providing $867 million (€770 million) in development andhumanitarian funding. Of this amount, the European Commission is contributing €312.25 million for medium and longer-term development assistance, immediate humanitarian aid, and support to stability and peace. This contribution comes at a critical moment, as the coronavirus pandemic further exacerbates the difficult socio-economic situation in the country.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-eu-mobilises-more-support-sudans-transition,"""Sudan is at a historic turning point: On its way to peace and democracy, many challenges lie ahead. To sustain the momentum and make the political and economic transition a success, the High-Level Sudan Partnership Conference, today gathered around 50 countries and international organisations.

During the conference, the participants took stock of the achievements of the Sudanese transition so far, and discussed the challenges ahead. Building on the progress made by the Transitional Government in putting in place political and economic reforms, a strong political consensus emerged to support Sudan and its transition in building peace, democratic governance and inclusive economic recovery as well as in progressing towards debt relief.

Participating delegations agreed on a Joint Communiqué, which underlines the necessity of this political partnership and economic support as well as outlines the way forward to support Sudan in its transition.""",https://reliefweb.int/report/sudan/sudan-partnership-conference-joint-press-release-co-hosts-federal-republic-germany,,,,,,,,,,,,,,,
