year,mediation ID,negotiation ID,conflict locale,conflict sub-locale,locale Gleditsch ID,third_party,third-party Gleditsch ID,location of neogitations,negotiation location Gleditsch ID,negotiation type,leading actor,leading actor 2,leading actor 3,good offices,mediation,hosting talks,negotiating and drafting,manipulating,humanitarian,witness/party to agreement,other,agreement,peace agreement,ceasfire agreement,agreement name,notes_1,source_1,note_2,source_2,note_3,source_3,note_4,source_4,note_5,source_5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
2020,247,,Sudan,,SUD,EU,,South Sudan,SSD,G,South Sudan,,,0,0,0,0,0,0,1,0,1,1,0,Juba Agreement for Peace in Sudan,"""Juba, 03 October 2020 – The Joint Special Representative for the African Union-United Mission in Darfur (UNAMID), Jeremiah Mamabolo, today attended the formal signing of the peace agreement between the transitional Government of Sudan, the Sudan Revolutionary Front (SRF), the Sudan Liberation Movement–Minni Minnawi (SLM/MM) and Sudan People’s Liberation Movement-North (SPLM-N) of Malik Agar in Juba, South Sudan.""",https://reliefweb.int/report/sudan/unamid-jsr-congratulates-sudanese-parties-formal-signing-peace-agreement,,https://constitutionnet.org/sites/default/files/2021-03/Juba%20Agreement%20for%20Peace%20in%20Sudan%20-%20Official%20ENGLISH.PDF,,,,,,,,,,,,,,,
2020,247,,Sudan,,SUD,Arab League,,South Sudan,SSD,G,South Sudan,,,0,0,0,0,0,0,1,0,1,1,0,Juba Agreement for Peace in Sudan,"""Juba, 03 October 2020 – The Joint Special Representative for the African Union-United Mission in Darfur (UNAMID), Jeremiah Mamabolo, today attended the formal signing of the peace agreement between the transitional Government of Sudan, the Sudan Revolutionary Front (SRF), the Sudan Liberation Movement–Minni Minnawi (SLM/MM) and Sudan People’s Liberation Movement-North (SPLM-N) of Malik Agar in Juba, South Sudan.""",https://reliefweb.int/report/sudan/unamid-jsr-congratulates-sudanese-parties-formal-signing-peace-agreement,,https://constitutionnet.org/sites/default/files/2021-03/Juba%20Agreement%20for%20Peace%20in%20Sudan%20-%20Official%20ENGLISH.PDF,,,,,,,,,,,,,,,
2020,248,,Sudan,,SUD,UN,,Switzerland,SWZ,G,UN,,,1,1,1,1,0,1,0,0,0,0,0,,"""GENEVA - Today, on the margins of UNHCR’s annual Executive Committee proceedings, the Foreign Ministers of Sudan and South Sudan held a meeting chaired by the UN High Commissioner for Refugees and attended by the Executive Secretary of the Intergovernmental Authority on Development (IGAD), and the European Union Commissioner for International Partnerships, at which they agreed to begin an IGAD-led regional initiative to seek solutions to protracted displacement in Sudan and South Sudan.

With the recent signing of the Juba Peace Agreement between Sudan’s Transitional Government and the Sudan Revolutionary Front and others on 3 October 2020, and the continued efforts in implementation of the Revitalized Agreement on the Resolution of the Conflict in South Sudan (R-ARCSS) signed on 12 September 2018, all parties present agreed it is a unique opportunity to find lasting solutions for displaced persons from the two countries.""",https://reliefweb.int/report/sudan/joint-statement-unhcr-igad-eu-and-governments-sudan-and-south-sudan,"""Khartoum – Representatives of the governments of Sudan and the Republic of South Sudan agreed this week on a regional roadmap which will outline the next steps toward medium to long-term solutions for seven million forcibly displaced persons originating from and hosted by the two countries, and other States hosting displaced populations from both countries.

The Intergovernmental Authority on Development (IGAD), currently chaired by Sudan, UNHCR, the Refugee Agency and partners, welcomed the conclusions of this first technical-level meeting, building on the unprecedented opportunity to find lasting solutions for displaced persons from the two countries. The solution strategies will include refugees, IDPs, returnees and host populations and be advanced through the established IGAD Support Platform launched at the Global Refugee Forum.""",https://reliefweb.int/report/sudan/igad-unhcr-and-partners-welcome-first-meeting-sudan-and-south-sudan-solutions,,,,,,,,,,,,,,,
2020,248,,South Sudan,,SSD,UN,,Switzerland,SWZ,G,UN,,,1,1,1,1,0,1,0,0,0,0,0,,"""GENEVA - Today, on the margins of UNHCR’s annual Executive Committee proceedings, the Foreign Ministers of Sudan and South Sudan held a meeting chaired by the UN High Commissioner for Refugees and attended by the Executive Secretary of the Intergovernmental Authority on Development (IGAD), and the European Union Commissioner for International Partnerships, at which they agreed to begin an IGAD-led regional initiative to seek solutions to protracted displacement in Sudan and South Sudan.

With the recent signing of the Juba Peace Agreement between Sudan’s Transitional Government and the Sudan Revolutionary Front and others on 3 October 2020, and the continued efforts in implementation of the Revitalized Agreement on the Resolution of the Conflict in South Sudan (R-ARCSS) signed on 12 September 2018, all parties present agreed it is a unique opportunity to find lasting solutions for displaced persons from the two countries.""",https://reliefweb.int/report/sudan/joint-statement-unhcr-igad-eu-and-governments-sudan-and-south-sudan,"""Khartoum – Representatives of the governments of Sudan and the Republic of South Sudan agreed this week on a regional roadmap which will outline the next steps toward medium to long-term solutions for seven million forcibly displaced persons originating from and hosted by the two countries, and other States hosting displaced populations from both countries.

The Intergovernmental Authority on Development (IGAD), currently chaired by Sudan, UNHCR, the Refugee Agency and partners, welcomed the conclusions of this first technical-level meeting, building on the unprecedented opportunity to find lasting solutions for displaced persons from the two countries. The solution strategies will include refugees, IDPs, returnees and host populations and be advanced through the established IGAD Support Platform launched at the Global Refugee Forum.""",https://reliefweb.int/report/sudan/igad-unhcr-and-partners-welcome-first-meeting-sudan-and-south-sudan-solutions,,,,,,,,,,,,,,,
2020,248,,Sudan,,SUD,IGAD,,Switzerland,SWZ,G,UN,,,1,1,0,1,0,1,0,0,0,0,0,,"""GENEVA - Today, on the margins of UNHCR’s annual Executive Committee proceedings, the Foreign Ministers of Sudan and South Sudan held a meeting chaired by the UN High Commissioner for Refugees and attended by the Executive Secretary of the Intergovernmental Authority on Development (IGAD), and the European Union Commissioner for International Partnerships, at which they agreed to begin an IGAD-led regional initiative to seek solutions to protracted displacement in Sudan and South Sudan.

With the recent signing of the Juba Peace Agreement between Sudan’s Transitional Government and the Sudan Revolutionary Front and others on 3 October 2020, and the continued efforts in implementation of the Revitalized Agreement on the Resolution of the Conflict in South Sudan (R-ARCSS) signed on 12 September 2018, all parties present agreed it is a unique opportunity to find lasting solutions for displaced persons from the two countries.""",https://reliefweb.int/report/sudan/joint-statement-unhcr-igad-eu-and-governments-sudan-and-south-sudan,"""Khartoum – Representatives of the governments of Sudan and the Republic of South Sudan agreed this week on a regional roadmap which will outline the next steps toward medium to long-term solutions for seven million forcibly displaced persons originating from and hosted by the two countries, and other States hosting displaced populations from both countries.

The Intergovernmental Authority on Development (IGAD), currently chaired by Sudan, UNHCR, the Refugee Agency and partners, welcomed the conclusions of this first technical-level meeting, building on the unprecedented opportunity to find lasting solutions for displaced persons from the two countries. The solution strategies will include refugees, IDPs, returnees and host populations and be advanced through the established IGAD Support Platform launched at the Global Refugee Forum.""",https://reliefweb.int/report/sudan/igad-unhcr-and-partners-welcome-first-meeting-sudan-and-south-sudan-solutions,,,,,,,,,,,,,,,
2020,248,,South Sudan,,SSD,IGAD,,Switzerland,SWZ,G,UN,,,1,1,0,1,0,1,0,0,0,0,0,,"""GENEVA - Today, on the margins of UNHCR’s annual Executive Committee proceedings, the Foreign Ministers of Sudan and South Sudan held a meeting chaired by the UN High Commissioner for Refugees and attended by the Executive Secretary of the Intergovernmental Authority on Development (IGAD), and the European Union Commissioner for International Partnerships, at which they agreed to begin an IGAD-led regional initiative to seek solutions to protracted displacement in Sudan and South Sudan.

With the recent signing of the Juba Peace Agreement between Sudan’s Transitional Government and the Sudan Revolutionary Front and others on 3 October 2020, and the continued efforts in implementation of the Revitalized Agreement on the Resolution of the Conflict in South Sudan (R-ARCSS) signed on 12 September 2018, all parties present agreed it is a unique opportunity to find lasting solutions for displaced persons from the two countries.""",https://reliefweb.int/report/sudan/joint-statement-unhcr-igad-eu-and-governments-sudan-and-south-sudan,"""Khartoum – Representatives of the governments of Sudan and the Republic of South Sudan agreed this week on a regional roadmap which will outline the next steps toward medium to long-term solutions for seven million forcibly displaced persons originating from and hosted by the two countries, and other States hosting displaced populations from both countries.

The Intergovernmental Authority on Development (IGAD), currently chaired by Sudan, UNHCR, the Refugee Agency and partners, welcomed the conclusions of this first technical-level meeting, building on the unprecedented opportunity to find lasting solutions for displaced persons from the two countries. The solution strategies will include refugees, IDPs, returnees and host populations and be advanced through the established IGAD Support Platform launched at the Global Refugee Forum.""",https://reliefweb.int/report/sudan/igad-unhcr-and-partners-welcome-first-meeting-sudan-and-south-sudan-solutions,,,,,,,,,,,,,,,
2020,248,,Sudan,,SUD,EU,,Switzerland,SWZ,G,UN,,,1,1,0,1,0,1,0,0,0,0,0,,"""GENEVA - Today, on the margins of UNHCR’s annual Executive Committee proceedings, the Foreign Ministers of Sudan and South Sudan held a meeting chaired by the UN High Commissioner for Refugees and attended by the Executive Secretary of the Intergovernmental Authority on Development (IGAD), and the European Union Commissioner for International Partnerships, at which they agreed to begin an IGAD-led regional initiative to seek solutions to protracted displacement in Sudan and South Sudan.

With the recent signing of the Juba Peace Agreement between Sudan’s Transitional Government and the Sudan Revolutionary Front and others on 3 October 2020, and the continued efforts in implementation of the Revitalized Agreement on the Resolution of the Conflict in South Sudan (R-ARCSS) signed on 12 September 2018, all parties present agreed it is a unique opportunity to find lasting solutions for displaced persons from the two countries.""",https://reliefweb.int/report/sudan/joint-statement-unhcr-igad-eu-and-governments-sudan-and-south-sudan,"""Khartoum – Representatives of the governments of Sudan and the Republic of South Sudan agreed this week on a regional roadmap which will outline the next steps toward medium to long-term solutions for seven million forcibly displaced persons originating from and hosted by the two countries, and other States hosting displaced populations from both countries.

The Intergovernmental Authority on Development (IGAD), currently chaired by Sudan, UNHCR, the Refugee Agency and partners, welcomed the conclusions of this first technical-level meeting, building on the unprecedented opportunity to find lasting solutions for displaced persons from the two countries. The solution strategies will include refugees, IDPs, returnees and host populations and be advanced through the established IGAD Support Platform launched at the Global Refugee Forum.""",https://reliefweb.int/report/sudan/igad-unhcr-and-partners-welcome-first-meeting-sudan-and-south-sudan-solutions,,,,,,,,,,,,,,,
2020,248,,South Sudan,,SSD,EU,,Switzerland,SWZ,G,UN,,,1,1,0,1,0,1,0,0,0,0,0,,"""GENEVA - Today, on the margins of UNHCR’s annual Executive Committee proceedings, the Foreign Ministers of Sudan and South Sudan held a meeting chaired by the UN High Commissioner for Refugees and attended by the Executive Secretary of the Intergovernmental Authority on Development (IGAD), and the European Union Commissioner for International Partnerships, at which they agreed to begin an IGAD-led regional initiative to seek solutions to protracted displacement in Sudan and South Sudan.

With the recent signing of the Juba Peace Agreement between Sudan’s Transitional Government and the Sudan Revolutionary Front and others on 3 October 2020, and the continued efforts in implementation of the Revitalized Agreement on the Resolution of the Conflict in South Sudan (R-ARCSS) signed on 12 September 2018, all parties present agreed it is a unique opportunity to find lasting solutions for displaced persons from the two countries.""",https://reliefweb.int/report/sudan/joint-statement-unhcr-igad-eu-and-governments-sudan-and-south-sudan,"""Khartoum – Representatives of the governments of Sudan and the Republic of South Sudan agreed this week on a regional roadmap which will outline the next steps toward medium to long-term solutions for seven million forcibly displaced persons originating from and hosted by the two countries, and other States hosting displaced populations from both countries.

The Intergovernmental Authority on Development (IGAD), currently chaired by Sudan, UNHCR, the Refugee Agency and partners, welcomed the conclusions of this first technical-level meeting, building on the unprecedented opportunity to find lasting solutions for displaced persons from the two countries. The solution strategies will include refugees, IDPs, returnees and host populations and be advanced through the established IGAD Support Platform launched at the Global Refugee Forum.""",https://reliefweb.int/report/sudan/igad-unhcr-and-partners-welcome-first-meeting-sudan-and-south-sudan-solutions,,,,,,,,,,,,,,,
2020,249,,Sudan,,SUD,UN,,Sudan,SUD,G,UN,,,1,1,0,0,0,0,0,0,0,0,0,,"""Zalingei-11 November; UNAMID’s Governance and Community Stabilization (GCSS) in collaboration with the Native Administration (NA), Peaceful Coexistence Committee (PCC) and local authorities conducted a two separate dialogue forums in Khartoum Jadid and Korgul return villages to prevent tension between farmers and herders during the current harvest season and to promote dialogue between the two communities in the targeted areas.""",https://reliefweb.int/report/sudan/unamid-conducts-dialogue-forums-prevent-tension-between-farmers-and-herders-north,,,,,,,,,,,,,,,,,
2020,249,,Sudan,,SUD,The Native Administration,,Sudan,SUD,G,UN,,,1,1,0,0,0,0,0,0,0,0,0,,"""Zalingei-11 November; UNAMID’s Governance and Community Stabilization (GCSS) in collaboration with the Native Administration (NA), Peaceful Coexistence Committee (PCC) and local authorities conducted a two separate dialogue forums in Khartoum Jadid and Korgul return villages to prevent tension between farmers and herders during the current harvest season and to promote dialogue between the two communities in the targeted areas.""",https://reliefweb.int/report/sudan/unamid-conducts-dialogue-forums-prevent-tension-between-farmers-and-herders-north,,,,,,,,,,,,,,,,,
2020,249,,Sudan,,SUD,The Peaceful Co-Existence Committee,,Sudan,SUD,G,UN,,,1,1,0,0,0,0,0,0,0,0,0,,"""Zalingei-11 November; UNAMID’s Governance and Community Stabilization (GCSS) in collaboration with the Native Administration (NA), Peaceful Coexistence Committee (PCC) and local authorities conducted a two separate dialogue forums in Khartoum Jadid and Korgul return villages to prevent tension between farmers and herders during the current harvest season and to promote dialogue between the two communities in the targeted areas.""",https://reliefweb.int/report/sudan/unamid-conducts-dialogue-forums-prevent-tension-between-farmers-and-herders-north,,,,,,,,,,,,,,,,,
2020,250,,Sudan,,SUD,South Sudan,SSD,South Sudan,SSD,S,South Sudan,,,1,0,1,0,0,0,0,0,0,0,0,,"""The mainstream Sudan Liberation Movement under the leadership of Abdelwahid El Nur (SLM-AW) is preparing to join the Sudanese peace process. El Nur has travelled to Kampala and has been invited to Juba.

South Sudanese chief negotiator Tut Galuak said in an interview with Sudan TV that El Nur accepted the invitation from President Salva Kiir. The leader of the Darfur holdout group will arrive in the South Sudanese capital Juba within the next two days with the aim of engaging in negotiations with the Sudanese government.""",https://reliefweb.int/report/sudan/holdout-darfur-rebel-movement-willing-negotiate-peace,,,,,,,,,,,,,,,,,
2020,251,,South Sudan,,SSD,United Kingdom,UKG,,,G,Troika,,,0,0,0,0,1,0,0,0,0,0,0,,"""South Sudan’s main coalition of donors are calling on leaders to urgently implement remaining tasks of the peace deal before the February 22, 2020 deadline expires.

On Saturday, the United States, Norway, and the United Kingdom, the main countries that have funded peace negotiations in South Sudan, said the country is running out of time to create the transitional unity government.

Known as the TROIKA, the three urged the key principals to the revitalised peace agreement (R-ARCSS) to commit themselves to finalising the pending tasks before the lapse of the extended deadline.""",https://reliefweb.int/report/south-sudan/donors-urge-south-sudan-form-unity-government-deadline,,,,,,,,,,,,,,,,,
2020,251,,South Sudan,,SSD,United States of America,USA,,,G,Troika,,,0,0,0,0,1,0,0,0,0,0,0,,"""South Sudan’s main coalition of donors are calling on leaders to urgently implement remaining tasks of the peace deal before the February 22, 2020 deadline expires.

On Saturday, the United States, Norway, and the United Kingdom, the main countries that have funded peace negotiations in South Sudan, said the country is running out of time to create the transitional unity government.

Known as the TROIKA, the three urged the key principals to the revitalised peace agreement (R-ARCSS) to commit themselves to finalising the pending tasks before the lapse of the extended deadline.""",https://reliefweb.int/report/south-sudan/donors-urge-south-sudan-form-unity-government-deadline,,,,,,,,,,,,,,,,,
2020,251,,South Sudan,,SSD,Norway,NOR,,,G,Troika,,,0,0,0,0,1,0,0,0,0,0,0,,"""South Sudan’s main coalition of donors are calling on leaders to urgently implement remaining tasks of the peace deal before the February 22, 2020 deadline expires.

On Saturday, the United States, Norway, and the United Kingdom, the main countries that have funded peace negotiations in South Sudan, said the country is running out of time to create the transitional unity government.

Known as the TROIKA, the three urged the key principals to the revitalised peace agreement (R-ARCSS) to commit themselves to finalising the pending tasks before the lapse of the extended deadline.""",https://reliefweb.int/report/south-sudan/donors-urge-south-sudan-form-unity-government-deadline,,,,,,,,,,,,,,,,,
2020,252,,South Sudan,,SSD,Community of Sant’ Egidio,,Italy,ITA,G,Community of Sant’ Egidio,,,1,1,1,1,0,0,1,0,1,1,0,Rome Declaration on the Peace Process in South Sudan,"""Under the auspices of the Community of Sant'Egidio in Rome, and witnessed by IGAD, the government of South Sudan, the South Sudan Opposition Movements Alliance (SSOMA), The SPLM/A-IO, and NDM has signed a peace declaration in which they recommit to the Secession of Hostilities Agreement of December 2017 to avoid confrontation between the signatories and non-signatories parties of South Sudan peace agreement. The parties called for continued and uninterrupted humanitarian access to the local and international organization.""",https://reliefweb.int/report/south-sudan/rome-declaration-peace-process-south-sudan,,https://www.peaceagreements.org/view/2288,,,,,,,,,,,,,,,
2020,252,,South Sudan,,SSD,IGAD,,Italy,ITA,G,Community of Sant’ Egidio,,,0,0,0,0,0,0,1,0,1,1,0,Rome Declaration on the Peace Process in South Sudan,"""Under the auspices of the Community of Sant'Egidio in Rome, and witnessed by IGAD, the government of South Sudan, the South Sudan Opposition Movements Alliance (SSOMA), The SPLM/A-IO, and NDM has signed a peace declaration in which they recommit to the Secession of Hostilities Agreement of December 2017 to avoid confrontation between the signatories and non-signatories parties of South Sudan peace agreement. The parties called for continued and uninterrupted humanitarian access to the local and international organization.""",https://reliefweb.int/report/south-sudan/rome-declaration-peace-process-south-sudan,,https://www.peaceagreements.org/view/2288,,,,,,,,,,,,,,,
2020,252,,South Sudan,,SSD,AU,,,,G,Community of Sant’ Egidio,,,0,0,0,0,0,0,0,1,0,0,0,Rome Declaration on the Peace Process in South Sudan,The AU released a communiqué supporting this step.,https://reliefweb.int/report/south-sudan/communiqu-905th-meeting-peace-and-security-council-situation-republic-south-sudan,,https://www.peaceagreements.org/view/2288,,,,,,,,,,,,,,,
2020,253,,South Sudan,,SSD,IGAD,,,,R,South Africa,,,1,1,1,1,0,0,0,1,0,0,0,,"""JUBA - A committee formed to help resolve disputes over the boundaries and number of South Sudan states has turned the issue over to arbitration, adding the issue should not hold up formation of a unity government.

After President Salva Kiir and opposition leader Riek Machar failed to agree on the number of states and their borders during several face-to-face meetings in December, regional bloc IGAD appointed a committee to mediate the issue and come up with a proposal for the parties.

The committee is comprised of South African Deputy President David Mabuza, Kenya’s special envoy to the South Sudan peace talks Kalonzo Musyoka, Uganda’s special envoy to South Sudan Betty Bigombe and IGAD envoy Ismail Waise.

South Africa’s Mabuza, the head of the committee, said in Juba Thursday his group consulted the parties to the deal but could not reach a compromise.

'We all agree that we are going to form the government of national unity, but we are going to subject the question of the number of states to arbitration; a mechanism that is going to take up to 90 days which is the proposal on the table,' Mabuza told VOA's South Sudan in Focus.

Mabuza did not explain what the arbitration entails but said the parties should form a transitional government of national unity government by the February 22 deadline and resolve the issue over states and boundaries later....Mabuza said his committee will draft a final proposal and release it to the public soon.'""",https://reliefweb.int/report/south-sudan/committee-urges-swift-formation-south-sudan-unity-government,The term 'other' refers to the arbitration to take place to settle the formation of a national unity government.,,"The IGAD-led talks and pressure from international donors, IGOs, and NGOs resulted in the formation of a national unity government on 20th February 2020.",https://reliefweb.int/report/south-sudan/au-commission-chairperson-welcomes-formation-government-national-unity-south,,,,,,,,,,,,,
2020,253,,South Sudan,,SSD,South Africa,SAF,South Sudan,SSD,R,South Africa,,,1,1,0,1,0,0,0,1,0,0,0,,"""JUBA - A committee formed to help resolve disputes over the boundaries and number of South Sudan states has turned the issue over to arbitration, adding the issue should not hold up formation of a unity government.

After President Salva Kiir and opposition leader Riek Machar failed to agree on the number of states and their borders during several face-to-face meetings in December, regional bloc IGAD appointed a committee to mediate the issue and come up with a proposal for the parties.

The committee is comprised of South African Deputy President David Mabuza, Kenya’s special envoy to the South Sudan peace talks Kalonzo Musyoka, Uganda’s special envoy to South Sudan Betty Bigombe and IGAD envoy Ismail Waise.

South Africa’s Mabuza, the head of the committee, said in Juba Thursday his group consulted the parties to the deal but could not reach a compromise.

'We all agree that we are going to form the government of national unity, but we are going to subject the question of the number of states to arbitration; a mechanism that is going to take up to 90 days which is the proposal on the table,' Mabuza told VOA's South Sudan in Focus.

Mabuza did not explain what the arbitration entails but said the parties should form a transitional government of national unity government by the February 22 deadline and resolve the issue over states and boundaries later....Mabuza said his committee will draft a final proposal and release it to the public soon.'""",https://reliefweb.int/report/south-sudan/committee-urges-swift-formation-south-sudan-unity-government,The term 'other' refers to the arbitration to take place to settle the formation of a national unity government.,,"The IGAD-led talks and pressure from international donors, IGOs, and NGOs resulted in the formation of a national unity government on 20th February 2020.",https://reliefweb.int/report/south-sudan/au-commission-chairperson-welcomes-formation-government-national-unity-south,,,,,,,,,,,,,
2020,253,,South Sudan,,SSD,Kenya,KEN,South Sudan,SSD,R,South Africa,,,1,1,0,1,0,0,0,1,0,0,0,,"""JUBA - A committee formed to help resolve disputes over the boundaries and number of South Sudan states has turned the issue over to arbitration, adding the issue should not hold up formation of a unity government.

After President Salva Kiir and opposition leader Riek Machar failed to agree on the number of states and their borders during several face-to-face meetings in December, regional bloc IGAD appointed a committee to mediate the issue and come up with a proposal for the parties.

The committee is comprised of South African Deputy President David Mabuza, Kenya’s special envoy to the South Sudan peace talks Kalonzo Musyoka, Uganda’s special envoy to South Sudan Betty Bigombe and IGAD envoy Ismail Waise.

South Africa’s Mabuza, the head of the committee, said in Juba Thursday his group consulted the parties to the deal but could not reach a compromise.

'We all agree that we are going to form the government of national unity, but we are going to subject the question of the number of states to arbitration; a mechanism that is going to take up to 90 days which is the proposal on the table,' Mabuza told VOA's South Sudan in Focus.

Mabuza did not explain what the arbitration entails but said the parties should form a transitional government of national unity government by the February 22 deadline and resolve the issue over states and boundaries later....Mabuza said his committee will draft a final proposal and release it to the public soon.'""",https://reliefweb.int/report/south-sudan/committee-urges-swift-formation-south-sudan-unity-government,The term 'other' refers to the arbitration to take place to settle the formation of a national unity government.,,"The IGAD-led talks and pressure from international donors, IGOs, and NGOs resulted in the formation of a national unity government on 20th February 2020.",https://reliefweb.int/report/south-sudan/au-commission-chairperson-welcomes-formation-government-national-unity-south,,,,,,,,,,,,,
2020,253,,South Sudan,,SSD,Uganda,UGA,South Sudan,SSD,R,South Africa,,,1,1,0,1,0,0,0,1,0,0,0,,"""JUBA - A committee formed to help resolve disputes over the boundaries and number of South Sudan states has turned the issue over to arbitration, adding the issue should not hold up formation of a unity government.

After President Salva Kiir and opposition leader Riek Machar failed to agree on the number of states and their borders during several face-to-face meetings in December, regional bloc IGAD appointed a committee to mediate the issue and come up with a proposal for the parties.

The committee is comprised of South African Deputy President David Mabuza, Kenya’s special envoy to the South Sudan peace talks Kalonzo Musyoka, Uganda’s special envoy to South Sudan Betty Bigombe and IGAD envoy Ismail Waise.

South Africa’s Mabuza, the head of the committee, said in Juba Thursday his group consulted the parties to the deal but could not reach a compromise.

'We all agree that we are going to form the government of national unity, but we are going to subject the question of the number of states to arbitration; a mechanism that is going to take up to 90 days which is the proposal on the table,' Mabuza told VOA's South Sudan in Focus.

Mabuza did not explain what the arbitration entails but said the parties should form a transitional government of national unity government by the February 22 deadline and resolve the issue over states and boundaries later....Mabuza said his committee will draft a final proposal and release it to the public soon.'""",https://reliefweb.int/report/south-sudan/committee-urges-swift-formation-south-sudan-unity-government,The term 'other' refers to the arbitration to take place to settle the formation of a national unity government.,,"The IGAD-led talks and pressure from international donors, IGOs, and NGOs resulted in the formation of a national unity government on 20th February 2020.",https://reliefweb.int/report/south-sudan/au-commission-chairperson-welcomes-formation-government-national-unity-south,,,,,,,,,,,,,
2020,253,,South Sudan,,SSD,EU,,,,R,South Africa,,,0,0,0,0,1,0,0,0,0,0,0,,The EU released a Declaration by the High Representative Josep Borrell on behalf of the EU on South Sudan encouraging and pressuring for greater movement towards the national unity government.,https://reliefweb.int/report/south-sudan/declaration-high-representative-josep-borrell-behalf-eu-south-sudan,"The IGAD-led talks and pressure from international donors, IGOs, and NGOs resulted in the formation of a national unity government on 20th February 2020.",https://reliefweb.int/report/south-sudan/au-commission-chairperson-welcomes-formation-government-national-unity-south,,https://reliefweb.int/report/south-sudan/unmiss-urges-parties-form-transitional-government,,https://reliefweb.int/report/south-sudan/secretary-general-welcomes-establishment-transitional-government-south-sudan,,,,,,,,,,,
2020,253,,South Sudan,,SSD,UN,,,,R,South Africa,,,0,0,0,0,1,0,0,0,0,0,0,,"The Special Envoy for the General-Secretary asserted the UN's impatience with the delays in the establishment of the National Unity Government, which had been delayed twice before.",https://reliefweb.int/report/south-sudan/briefing-special-representative-secretary-general-mr-david-shearer,"The IGAD-led talks and pressure from international donors, IGOs, and NGOs resulted in the formation of a national unity government on 20th February 2020.",https://reliefweb.int/report/south-sudan/au-commission-chairperson-welcomes-formation-government-national-unity-south,,,,,,,,,,,,,,,
2020,253,,South Sudan,,SSD,AU,,,,R,South Africa,,,0,0,0,0,0,0,0,1,0,0,0,,The AU released a communiqué supporting this step.,https://reliefweb.int/report/south-sudan/communiqu-905th-meeting-peace-and-security-council-situation-republic-south-sudan,"The IGAD-led talks and pressure from international donors, IGOs, and NGOs resulted in the formation of a national unity government on 20th February 2020.",https://reliefweb.int/report/south-sudan/au-commission-chairperson-welcomes-formation-government-national-unity-south,,,,,,,,,,,,,,,
2020,254,,South Sudan,,SSD,UN,,South Sudan,SSD,G,UN,,,0,1,1,0,0,0,0,0,0,0,0,,"""The United Nations Mission in South Sudan, together with local authorities in Western Lakes, has begun a series of sessions to avoid conflicts in cattle camps ahead of the notoriously resource-scarce and hence violent dry season, which typically runs till early April.

The campaign was launched in Aguoc, one of the biggest cattle camps found in the area. The efforts are made as an early attempt to mitigate cattle raids, revenge attacks and clashes over pastures and water.""",https://reliefweb.int/report/south-sudan/unmiss-begins-campaign-preempt-deadly-clashes-between-cattle-camps-lakes-region,,,,,,,,,,,,,,,,,
2020,255,,South Sudan,,SSD,UN,,South Sudan,SSD,G,UN,,,1,0,1,0,0,0,0,1,0,0,0,,"""About a thousand citizens of Akon County in the Gogrial area have participated in a peace rally centered around the dissemination of the content of the revitalised peace agreement signed in September 2018.

Organized by the United Nations Mission in South Sudan (UNMISS) in collaboration with the National Pre-Transitional Committee (NPTC), the event brought together a mixed crowd of residents, which also included county commissioners, executive chiefs, women’s organizations and youth groups.""",https://reliefweb.int/report/south-sudan/akon-county-communities-learn-about-revitalised-peace-agreement-promise-implement,"""The words of Simon Gardino, acting chairperson of the government-supporting youth attending this peace rally at Yambio Freedom Square, seem to ring true. More than 150 boys and girls seated in the shade of a tree, many of them belonging to the opposition faction of the main political party, the Sudan People’s Liberation Movement, are nodding their agreement.

They come from eight different counties and have gathered for a one-day event, organized by the United Nations Mission in South Sudan in collaboration with the United Nations Development Programme, the local Ministry of Information, Youth, Culture and Sports and the non-governmental organisation Non-Violent Peace Force.""",https://reliefweb.int/report/south-sudan/unprecedented-rally-yambio-brings-together-government-and-opposition-youth-become,The term 'other' refers to the UN's organisation of peace rallies across South Sudan.,,,,,,,,,,,,,,
2020,256,,South Sudan,,SSD,IGAD,,Ethiopia ,ETH,R,IGAD,,,0,0,1,0,1,0,0,0,0,0,0,,The IGAD Heads of State and special envoys to South Sudan met to discuss progress towards the transitional political process in South Sudan. They urged South Sudan leaders to adhere to the deadline of establishing a national unity government. IGAD also held consultations with tripartite partners and constituents.,https://igad.int/wp-content/uploads/2020/02/09_02_2020_COMMUNIQUE-OF-THE-34TH-EXTRAORDINARY-SU-MMIT-OF-IGAD-HEADS-OF-STATE-AND-GOVERNMENT.pdf,,,,,,,,,,,,,,,,,
2020,256,,South Sudan,,SSD,Sudan,SUD,Ethiopia ,ETH,R,IGAD,,,0,0,0,0,1,0,0,0,0,0,0,,The IGAD Heads of State and special envoys to South Sudan met to discuss progress towards the transitional political process in South Sudan. They urged South Sudan leaders to adhere to the deadline of establishing a national unity government. IGAD also held consultations with tripartite partners and constituents.,https://igad.int/wp-content/uploads/2020/02/09_02_2020_COMMUNIQUE-OF-THE-34TH-EXTRAORDINARY-SU-MMIT-OF-IGAD-HEADS-OF-STATE-AND-GOVERNMENT.pdf,,,,,,,,,,,,,,,,,
